"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.records.all","n.ref_area","with.region","subject","subject.label","database","database.label"
"EAR_EHRA_SEX_MTS_NB_A","EAR_EHRA_SEX_MTS_NB","Average hourly earnings of employees by sex and marital status (local currency)","A","Annual","EAR_EHRA_NB","Average hourly earnings of employees","SEX,MTS",1990,2025,"27/04/2026 15:38:08",22939,23979,101,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_MTS_NB_Q","EAR_EHRA_SEX_MTS_NB","Average hourly earnings of employees by sex and marital status (local currency)","Q","Quarterly","EAR_EHRA_NB","Average hourly earnings of employees","SEX,MTS",1994,2026,"08/05/2026 07:00:06",17836,17836,48,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_MTS_CUR_NB_A","EAR_EHRA_SEX_MTS_CUR_NB","Average hourly earnings of employees by sex, marital status and currency","A","Annual","EAR_EHRA_NB","Average hourly earnings of employees","SEX,MTS,CUR",1990,2025,"02/05/2026 08:24:28",23113,24157,101,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_DSB_NB_A","EAR_EHRA_SEX_DSB_NB","Average hourly earnings of employees by sex and disability status (local currency)","A","Annual","EAR_EHRA_NB","Average hourly earnings of employees","SEX,DSB",1997,2025,"12/04/2026 07:50:57",2030,2084,59,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_DSB_NB_Q","EAR_EHRA_SEX_DSB_NB","Average hourly earnings of employees by sex and disability status (local currency)","Q","Quarterly","EAR_EHRA_NB","Average hourly earnings of employees","SEX,DSB",2005,2026,"06/05/2026 08:15:07",3989,4025,21,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_DSB_CUR_NB_A","EAR_EHRA_SEX_DSB_CUR_NB","Average hourly earnings of employees by sex and disability status and currency","A","Annual","EAR_EHRA_NB","Average hourly earnings of employees","SEX,DSB,CUR",1997,2025,"02/05/2026 08:24:28",5601,5760,59,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_ECO_NB_A","EAR_EHRA_SEX_ECO_NB","Average hourly earnings of employees by sex and economic activity (local currency)","A","Annual","EAR_EHRA_NB","Average hourly earnings of employees","SEX,ECO",1990,2025,"27/04/2026 15:38:08",84366,88308,104,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_ECO_NB_Q","EAR_EHRA_SEX_ECO_NB","Average hourly earnings of employees by sex and economic activity (local currency)","Q","Quarterly","EAR_EHRA_NB","Average hourly earnings of employees","SEX,ECO",1995,2026,"08/05/2026 07:00:06",190986,191388,52,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_ECO_NB_M","EAR_EHRA_SEX_ECO_NB","Average hourly earnings of employees by sex and economic activity (local currency)","M","Monthly","EAR_EHRA_NB","Average hourly earnings of employees","SEX,ECO",1997,2026,"06/05/2026 08:13:05",56692,56692,11,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_ECO_CUR_NB_A","EAR_EHRA_SEX_ECO_CUR_NB","Average hourly earnings of employees by sex, economic activity and currency","A","Annual","EAR_EHRA_NB","Average hourly earnings of employees","SEX,ECO,CUR",1990,2025,"02/05/2026 08:24:28",231478,243040,106,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_OCU_NB_A","EAR_EHRA_SEX_OCU_NB","Average hourly earnings of employees by sex and occupation (local currency)","A","Annual","EAR_EHRA_NB","Average hourly earnings of employees","SEX,OCU",1969,2025,"29/04/2026 16:18:34",46810,50561,137,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_OCU_NB_Q","EAR_EHRA_SEX_OCU_NB","Average hourly earnings of employees by sex and occupation (local currency)","Q","Quarterly","EAR_EHRA_NB","Average hourly earnings of employees","SEX,OCU",1995,2026,"08/05/2026 07:00:06",87767,87959,51,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_OCU_NB_M","EAR_EHRA_SEX_OCU_NB","Average hourly earnings of employees by sex and occupation (local currency)","M","Monthly","EAR_EHRA_NB","Average hourly earnings of employees","SEX,OCU",2001,2026,"06/05/2026 08:13:05",15969,15969,10,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRA_SEX_OCU_CUR_NB_A","EAR_EHRA_SEX_OCU_CUR_NB","Average hourly earnings of employees by sex, occupation and currency","A","Annual","EAR_EHRA_NB","Average hourly earnings of employees","SEX,OCU,CUR",1991,2025,"02/05/2026 08:24:28",130778,141257,135,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_NB_A","EAR_EHRM_SEX_NB","Median hourly earnings of employees by sex (local currency)","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX",1990,2025,"27/04/2026 15:38:08",2737,2857,106,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_CUR_NB_A","EAR_EHRM_SEX_CUR_NB","Median hourly earnings of employees by sex and currency","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,CUR",1990,2025,"02/05/2026 08:24:28",7776,8130,106,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_AGE_NB_A","EAR_EHRM_SEX_AGE_NB","Median hourly earnings of employees by sex and age (local currency)","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,AGE",1990,2025,"27/04/2026 15:38:08",21850,22810,106,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_AGE_CUR_NB_A","EAR_EHRM_SEX_AGE_CUR_NB","Median hourly earnings of employees by sex and age and currency","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,AGE,CUR",1990,2025,"02/05/2026 08:24:28",61933,64756,106,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_EDU_NB_A","EAR_EHRM_SEX_EDU_NB","Median hourly earnings of employees by sex and education (local currency)","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,EDU",1991,2025,"27/04/2026 15:38:08",36987,38723,105,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_EDU_CUR_NB_A","EAR_EHRM_SEX_EDU_CUR_NB","Median hourly earnings of employees by sex, education and currency","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,EDU,CUR",1991,2025,"02/05/2026 08:24:28",101839,106843,105,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_GEO_NB_A","EAR_EHRM_SEX_GEO_NB","Median hourly earnings of employees by sex and rural / urban areas (local currency)","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,GEO",1990,2025,"27/04/2026 15:38:08",6233,6521,88,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_GEO_CUR_NB_A","EAR_EHRM_SEX_GEO_CUR_NB","Median hourly earnings of employees by sex, rural / urban areas and currency","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,GEO,CUR",1990,2025,"28/04/2026 09:12:05",17967,18831,88,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_MTS_NB_A","EAR_EHRM_SEX_MTS_NB","Median hourly earnings of employees by sex and marital status (local currency)","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,MTS",1990,2025,"27/04/2026 15:38:08",22858,23898,101,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_MTS_CUR_NB_A","EAR_EHRM_SEX_MTS_CUR_NB","Median hourly earnings of employees by sex, marital status and currency","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,MTS,CUR",1990,2025,"28/04/2026 09:12:05",23032,24076,101,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_DSB_NB_A","EAR_EHRM_SEX_DSB_NB","Median hourly earnings of employees by sex and disability status (local currency)","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,DSB",1997,2025,"12/04/2026 07:50:57",2030,2084,59,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_DSB_CUR_NB_A","EAR_EHRM_SEX_DSB_CUR_NB","Median hourly earnings of employees by sex and disability status and currency","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,DSB,CUR",1997,2025,"14/04/2026 12:09:32",5601,5760,59,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_ECO_NB_A","EAR_EHRM_SEX_ECO_NB","Median hourly earnings of employees by sex and economic activity (local currency)","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,ECO",1990,2025,"27/04/2026 15:38:08",84078,88020,104,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_ECO_CUR_NB_A","EAR_EHRM_SEX_ECO_CUR_NB","Median hourly earnings of employees by sex, economic activity and currency","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,ECO,CUR",1990,2025,"28/04/2026 09:12:05",230617,242179,106,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_OCU_NB_A","EAR_EHRM_SEX_OCU_NB","Median hourly earnings of employees by sex and occupation (local currency)","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,OCU",1991,2025,"27/04/2026 15:38:08",39078,40919,98,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRM_SEX_OCU_CUR_NB_A","EAR_EHRM_SEX_OCU_CUR_NB","Median hourly earnings of employees by sex, occupation and currency","A","Annual","EAR_EHRM_NB","Median hourly earnings of employees","SEX,OCU,CUR",1991,2025,"28/04/2026 09:12:05",108536,113819,98,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRG_SEX_NB_A","EAR_EHRG_SEX_NB","Gini index of hourly earnings of employees by sex","A","Annual","EAR_EHRG_NB","Gini index of hourly earnings of employees","SEX",1990,2025,"27/04/2026 15:38:08",2737,2857,106,,"INQ","Income and pay inequality","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRG_SEX_AGE_NB_A","EAR_EHRG_SEX_AGE_NB","Gini index of hourly earnings of employees by sex and age","A","Annual","EAR_EHRG_NB","Gini index of hourly earnings of employees","SEX,AGE",1990,2025,"27/04/2026 15:38:08",21850,22810,106,,"INQ","Income and pay inequality","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRG_SEX_EDU_NB_A","EAR_EHRG_SEX_EDU_NB","Gini index of hourly earnings of employees by sex and education","A","Annual","EAR_EHRG_NB","Gini index of hourly earnings of employees","SEX,EDU",1991,2025,"27/04/2026 15:38:08",36987,38723,105,,"INQ","Income and pay inequality","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRG_SEX_GEO_NB_A","EAR_EHRG_SEX_GEO_NB","Gini index of hourly earnings of employees by sex and rural / urban areas","A","Annual","EAR_EHRG_NB","Gini index of hourly earnings of employees","SEX,GEO",1990,2025,"27/04/2026 15:38:08",6233,6521,88,,"INQ","Income and pay inequality","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRG_SEX_MTS_NB_A","EAR_EHRG_SEX_MTS_NB","Gini index of hourly earnings of employees by sex and marital status","A","Annual","EAR_EHRG_NB","Gini index of hourly earnings of employees","SEX,MTS",1990,2025,"27/04/2026 15:38:08",22858,23898,101,,"INQ","Income and pay inequality","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRG_SEX_DSB_NB_A","EAR_EHRG_SEX_DSB_NB","Gini index of hourly earnings of employees by sex and disability status","A","Annual","EAR_EHRG_NB","Gini index of hourly earnings of employees","SEX,DSB",1997,2025,"12/04/2026 07:50:57",2030,2084,59,,"INQ","Income and pay inequality","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRG_SEX_ECO_NB_A","EAR_EHRG_SEX_ECO_NB","Gini index of hourly earnings of employees by sex and economic activity","A","Annual","EAR_EHRG_NB","Gini index of hourly earnings of employees","SEX,ECO",1990,2025,"27/04/2026 15:38:08",84078,88020,104,,"INQ","Income and pay inequality","COND","Wages and Working Time Statistics (COND)"
"EAR_EHRG_SEX_OCU_NB_A","EAR_EHRG_SEX_OCU_NB","Gini index of hourly earnings of employees by sex and occupation","A","Annual","EAR_EHRG_NB","Gini index of hourly earnings of employees","SEX,OCU",1991,2025,"27/04/2026 15:38:08",39078,40919,98,,"INQ","Income and pay inequality","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_NB_A","EAR_EMTA_SEX_NB","Average monthly earnings of employees by sex (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX",1989,2025,"27/04/2026 15:38:08",5138,5721,157,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_NB_Q","EAR_EMTA_SEX_NB","Average monthly earnings of employees by sex (local currency)","Q","Quarterly","EAR_EMTA_NB","Average monthly earnings of employees","SEX",1989,2026,"08/05/2026 07:00:06",6924,6936,62,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_NB_M","EAR_EMTA_SEX_NB","Average monthly earnings of employees by sex (local currency)","M","Monthly","EAR_EMTA_NB","Average monthly earnings of employees","SEX",1990,2026,"06/05/2026 08:13:05",8004,8004,27,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_CUR_NB_A","EAR_EMTA_SEX_CUR_NB","Average monthly earnings of employees by sex and currency","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,CUR",1969,2025,"02/05/2026 08:24:28",22214,28670,193,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_AGE_NB_A","EAR_EMTA_SEX_AGE_NB","Average monthly earnings of employees by sex and age (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,AGE",1989,2025,"27/04/2026 15:38:08",74761,82996,157,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_AGE_NB_Q","EAR_EMTA_SEX_AGE_NB","Average monthly earnings of employees by sex and age (local currency)","Q","Quarterly","EAR_EMTA_NB","Average monthly earnings of employees","SEX,AGE",1989,2026,"08/05/2026 07:00:06",102172,102352,59,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_AGE_NB_M","EAR_EMTA_SEX_AGE_NB","Average monthly earnings of employees by sex and age (local currency)","M","Monthly","EAR_EMTA_NB","Average monthly earnings of employees","SEX,AGE",1990,2026,"06/05/2026 08:13:05",19626,19626,27,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_AGE_CUR_NB_A","EAR_EMTA_SEX_AGE_CUR_NB","Average monthly earnings of employees by sex, age and currency","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,AGE,CUR",1989,2025,"02/05/2026 08:24:28",114640,127731,155,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_EDU_NB_A","EAR_EMTA_SEX_EDU_NB","Average monthly earnings of employees by sex and education (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,EDU",1989,2025,"27/04/2026 15:38:08",54386,59534,149,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_EDU_NB_Q","EAR_EMTA_SEX_EDU_NB","Average monthly earnings of employees by sex and education (local currency)","Q","Quarterly","EAR_EMTA_NB","Average monthly earnings of employees","SEX,EDU",1994,2026,"08/05/2026 07:00:06",92060,92129,53,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_EDU_CUR_NB_A","EAR_EMTA_SEX_EDU_CUR_NB","Average monthly earnings of employees by sex, education and currency","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,EDU,CUR",1989,2025,"28/04/2026 09:12:05",150118,165088,148,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_GEO_NB_A","EAR_EMTA_SEX_GEO_NB","Average monthly earnings of employees by sex and rural / urban areas (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,GEO",1989,2025,"27/04/2026 15:38:08",12549,13606,129,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_GEO_NB_Q","EAR_EMTA_SEX_GEO_NB","Average monthly earnings of employees by sex and rural / urban areas (local currency)","Q","Quarterly","EAR_EMTA_NB","Average monthly earnings of employees","SEX,GEO",1995,2026,"08/05/2026 07:00:06",14157,14193,45,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_GEO_CUR_NB_A","EAR_EMTA_SEX_GEO_CUR_NB","Average monthly earnings of employees by sex, rural / urban areas and currency","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,GEO,CUR",1989,2025,"28/04/2026 09:12:05",36528,39675,128,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_MTS_NB_A","EAR_EMTA_SEX_MTS_NB","Average monthly earnings of employees by sex and marital status (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,MTS",1989,2025,"27/04/2026 15:38:08",43080,47336,147,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_MTS_NB_Q","EAR_EMTA_SEX_MTS_NB","Average monthly earnings of employees by sex and marital status (local currency)","Q","Quarterly","EAR_EMTA_NB","Average monthly earnings of employees","SEX,MTS",1989,2026,"08/05/2026 07:00:06",19733,19733,50,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_MTS_CUR_NB_A","EAR_EMTA_SEX_MTS_CUR_NB","Average monthly earnings of employees by sex, marital status and currency","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,MTS,CUR",1989,2025,"28/04/2026 09:12:05",43503,47913,146,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_DSB_NB_A","EAR_EMTA_SEX_DSB_NB","Average monthly earnings of employees by sex and disability status (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,DSB",1996,2025,"12/04/2026 07:50:57",7823,8102,104,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_DSB_NB_Q","EAR_EMTA_SEX_DSB_NB","Average monthly earnings of employees by sex and disability status (local currency)","Q","Quarterly","EAR_EMTA_NB","Average monthly earnings of employees","SEX,DSB",2005,2026,"06/05/2026 08:15:07",3994,4030,21,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_DSB_CUR_NB_A","EAR_EMTA_SEX_DSB_CUR_NB","Average monthly earnings of employees by sex, disability status and currency","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,DSB,CUR",1996,2025,"14/04/2026 12:09:32",22662,23496,104,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_CCT_NB_A","EAR_EMTA_SEX_CCT_NB","Average monthly earnings of employees by sex and citizenship (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,CCT",1991,2025,"17/04/2026 09:27:08",4175,4584,84,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"EAR_EMTA_SEX_CCT_CUR_NB_A","EAR_EMTA_SEX_CCT_CUR_NB","Average monthly earnings of employees by sex, citizenship and currency","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,CCT,CUR",1991,2025,"18/04/2026 08:50:20",10440,11583,79,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"EAR_EMTA_SEX_CBR_NB_A","EAR_EMTA_SEX_CBR_NB","Average monthly earnings of employees by sex and place of birth (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,CBR",1989,2025,"18/04/2026 08:50:20",6258,6912,105,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"EAR_EMTA_SEX_IND_NB_A","EAR_EMTA_SEX_IND_NB","Average monthly earnings of employees by ILO sector and sex (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,IND",2003,2025,"27/04/2026 15:46:05",43939,46726,97,,"EAR","Earnings","ILOSECTOR","Sectoral employment statistics (ILOSECTOR)"
"EAR_EMTA_SEX_CBR_CUR_NB_A","EAR_EMTA_SEX_CBR_CUR_NB","Average monthly earnings of employees by sex, place of birth and currency","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,CBR,CUR",1989,2025,"20/04/2026 07:33:04",16273,17968,100,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"EAR_EMTA_SEX_ECO_NB_A","EAR_EMTA_SEX_ECO_NB","Average monthly earnings of employees by sex and economic activity (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,ECO",1969,2025,"02/05/2026 08:24:28",162133,208770,194,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_ECO_NB_Q","EAR_EMTA_SEX_ECO_NB","Average monthly earnings of employees by sex and economic activity (local currency)","Q","Quarterly","EAR_EMTA_NB","Average monthly earnings of employees","SEX,ECO",1989,2026,"08/05/2026 07:00:06",189267,189669,67,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_ECO_NB_M","EAR_EMTA_SEX_ECO_NB","Average monthly earnings of employees by sex and economic activity (local currency)","M","Monthly","EAR_EMTA_NB","Average monthly earnings of employees","SEX,ECO",1989,2026,"06/05/2026 08:13:05",85283,85283,42,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_ECO_CUR_NB_A","EAR_EMTA_SEX_ECO_CUR_NB","Average monthly earnings of employees by sex, economic activity and currency","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,ECO,CUR",1969,2025,"09/05/2026 08:29:11",534298,692517,197,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_OCU_NB_A","EAR_EMTA_SEX_OCU_NB","Average monthly earnings of employees by sex and occupation (local currency)","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,OCU",1989,2025,"27/04/2026 15:38:08",80489,99050,165,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_OCU_NB_Q","EAR_EMTA_SEX_OCU_NB","Average monthly earnings of employees by sex and occupation (local currency)","Q","Quarterly","EAR_EMTA_NB","Average monthly earnings of employees","SEX,OCU",1995,2026,"08/05/2026 07:00:06",97882,98074,53,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_OCU_NB_M","EAR_EMTA_SEX_OCU_NB","Average monthly earnings of employees by sex and occupation (local currency)","M","Monthly","EAR_EMTA_NB","Average monthly earnings of employees","SEX,OCU",2001,2026,"06/05/2026 08:13:05",20066,20066,10,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTA_SEX_OCU_CUR_NB_A","EAR_EMTA_SEX_OCU_CUR_NB","Average monthly earnings of employees by sex, occupation and currency","A","Annual","EAR_EMTA_NB","Average monthly earnings of employees","SEX,OCU,CUR",1989,2025,"28/04/2026 09:12:05",227020,281479,161,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_NB_A","EAR_EMTM_SEX_NB","Median monthly earnings of employees by sex (local currency)","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX",1989,2025,"27/04/2026 15:38:08",4975,5522,150,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_CUR_NB_A","EAR_EMTM_SEX_CUR_NB","Median monthly earnings of employees by sex and currency","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,CUR",1989,2025,"28/04/2026 09:12:05",14364,15990,149,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_AGE_NB_A","EAR_EMTM_SEX_AGE_NB","Median monthly earnings of employees by sex and age (local currency)","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,AGE",1989,2025,"27/04/2026 15:38:08",74472,82671,150,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_AGE_CUR_NB_A","EAR_EMTM_SEX_AGE_CUR_NB","Median monthly earnings of employees by sex, age and currency","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,AGE,CUR",1989,2025,"02/05/2026 08:24:28",113996,126983,149,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_EDU_NB_A","EAR_EMTM_SEX_EDU_NB","Median monthly earnings of employees by sex and education (local currency)","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,EDU",1989,2025,"27/04/2026 15:38:08",54260,59408,149,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_EDU_CUR_NB_A","EAR_EMTM_SEX_EDU_CUR_NB","Median monthly earnings of employees by sex, education and currency","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,EDU,CUR",1989,2025,"28/04/2026 09:12:05",149746,164716,148,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_GEO_NB_A","EAR_EMTM_SEX_GEO_NB","Median monthly earnings of employees by sex and rural / urban areas (local currency)","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,GEO",1989,2025,"27/04/2026 15:38:08",12522,13579,129,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_GEO_CUR_NB_A","EAR_EMTM_SEX_GEO_CUR_NB","Median monthly earnings of employees by sex, rural / urban areas and currency","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,GEO,CUR",1989,2025,"28/04/2026 09:12:05",36447,39594,128,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_MTS_NB_A","EAR_EMTM_SEX_MTS_NB","Median monthly earnings of employees by sex and marital status (local currency)","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,MTS",1989,2025,"27/04/2026 15:38:08",42999,47255,147,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_MTS_CUR_NB_A","EAR_EMTM_SEX_MTS_CUR_NB","Median monthly earnings of employees by sex, marital status and currency","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,MTS,CUR",1989,2025,"28/04/2026 09:12:05",43422,47832,146,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_DSB_NB_A","EAR_EMTM_SEX_DSB_NB","Median monthly earnings of employees by sex and disability status (local currency)","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,DSB",1996,2025,"12/04/2026 07:50:57",7823,8102,104,,"EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
