"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.records.all","n.ref_area","with.region","subject","subject.label","database","database.label"
"SDG_0111_SEX_AGE_RT_A","SDG_0111_SEX_AGE_RT","SDG indicator 1.1.1 - Working poverty rate by sex and age (percentage of employed living below US$3 PPP) (%)","A","Annual","SDG_0111_RT","Working poverty rate (SDG 1.1.1)","SEX,AGE",2000,2025,"03/12/2025 18:32:36",42030,42030,193,"Y","POV","Working poverty","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_0131_SEX_SOC_RT_A","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems by sex and function (%)","A","Annual","SDG_0131_RT","Social protection coverage rate (SDG 1.3.1)","SEX,SOC",2000,2025,"04/05/2026 11:49:21",36308,36308,303,"Y","SOC","Social protection","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_0552_NOC_RT_A","SDG_0552_NOC_RT","SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%)","A","Annual","SDG_0552_RT","Proportion of women in management (SDG 5.5.2)",,2000,2025,"08/05/2026 07:06:07",1797,1954,158,,"EMP","Employment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_T552_NOC_RT_A","SDG_T552_NOC_RT","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","A","Annual","SDG_T552_RT","Proportion of women in management (SDG 5.5.2)",,2000,2025,"08/05/2026 07:06:07",4827,5168,286,"Y","EMP","Employment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_B552_NOC_RT_A","SDG_B552_NOC_RT","SDG indicator 5.5.2 - Proportion of women in senior and middle management positions -- 19th ICLS (%)","A","Annual","SDG_B552_RT","Proportion of women in management (SDG 5.5.2)",,2012,2025,"08/05/2026 07:06:07",597,635,102,,"EMP","Employment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_U552_NOC_RT_A","SDG_U552_NOC_RT","SDG indicator 5.5.2 - Proportion of women in managerial positions -- 19th ICLS (%)","A","Annual","SDG_U552_RT","Proportion of women in management (SDG 5.5.2)",,2006,2025,"08/05/2026 07:06:07",770,879,119,,"EMP","Employment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_0821_NOC_RT_A","SDG_0821_NOC_RT","SDG indicator 8.2.1 - Annual growth rate of output per worker (GDP constant 2015 US $) (%)","A","Annual","SDG_0821_RT","Labour productivity growth rate (SDG 8.2.1)",,2000,2027,"20/02/2026 17:50:06",7704,7704,276,"Y","LPY","Labour productivity","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_B821_NOC_RT_A","SDG_B821_NOC_RT","SDG indicator 8.2.1 - Annual growth rate of output per worker (GDP constant 2021 international $ at PPP) (%)","A","Annual","SDG_B821_RT","Labour productivity growth rate (SDG 8.2.1)",,2000,2027,"20/02/2026 08:49:06",7704,7704,276,"Y","LPY","Labour productivity","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_0831_SEX_ECO_RT_A","SDG_0831_SEX_ECO_RT","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and economic activity (%)","A","Annual","SDG_0831_RT","Informal employment rate (SDG 8.3.1)","SEX,ECO",2000,2027,"08/05/2026 07:06:07",55160,57646,231,"Y","IFL","Informal economy","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_B831_SEX_ECO_RT_A","SDG_B831_SEX_ECO_RT","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and economic activity -- 19th ICLS (%)","A","Annual","SDG_B831_RT","Informal employment rate (SDG 8.3.1)","SEX,ECO",2014,2025,"08/05/2026 07:06:07",18930,19734,95,,"IFL","Informal economy","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_0851_SEX_OCU_NB_A","SDG_0851_SEX_OCU_NB","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (local currency)","A","Annual","SDG_0851_NB","Average hourly earnings (SDG 8.5.1)","SEX,OCU",2000,2025,"02/05/2026 08:26:05",46056,48243,137,,"EAR","Earnings","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_0852_SEX_AGE_RT_A","SDG_0852_SEX_AGE_RT","SDG indicator 8.5.2 - Unemployment rate by sex and age (%)","A","Annual","SDG_0852_RT","Unemployment rate (SDG 8.5.2)","SEX,AGE",2000,2027,"08/05/2026 07:06:07",48101,51674,308,"Y","UNE","Unemployment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_B852_SEX_AGE_RT_A","SDG_B852_SEX_AGE_RT","SDG indicator 8.5.2 - Unemployment rate by sex and age -- 19th ICLS (%)","A","Annual","SDG_B852_RT","Unemployment rate (SDG 8.5.2)","SEX,AGE",2014,2025,"08/05/2026 07:06:07",7432,8512,131,,"UNE","Unemployment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_0852_SEX_DSB_RT_A","SDG_0852_SEX_DSB_RT","SDG indicator 8.5.2 - Unemployment rate by sex and disability status (%)","A","Annual","SDG_0852_RT","Unemployment rate (SDG 8.5.2)","SEX,DSB",2000,2025,"06/05/2026 08:27:05",8808,9244,135,,"UNE","Unemployment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_B852_SEX_DSB_RT_A","SDG_B852_SEX_DSB_RT","SDG indicator 8.5.2 - Unemployment rate by sex and disability status -- 19th ICLS (%)","A","Annual","SDG_B852_RT","Unemployment rate (SDG 8.5.2)","SEX,DSB",2014,2025,"06/05/2026 08:27:05",4236,4362,85,,"UNE","Unemployment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_0861_SEX_RT_A","SDG_0861_SEX_RT","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training by sex (%)","A","Annual","SDG_0861_RT","Youth NEET rate (SDG 8.6.1)","SEX",2000,2027,"08/05/2026 07:06:07",12620,13427,274,"Y","LUU","Other measures of labour underutilization","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_B871_SEX_AGE_RT_A","SDG_B871_SEX_AGE_RT","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores by sex and age (%)","A","Annual","SDG_B871_RT","Child labour rate (SDG 8.7.1)","SEX,AGE",2000,2024,"09/02/2026 07:33:04",1733,1742,101,,"CLD","Child labour","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_A871_SEX_AGE_RT_A","SDG_A871_SEX_AGE_RT","SDG indicator 8.7.1 - Proportion of children engaged in economic activity by sex and age (%)","A","Annual","SDG_A871_RT","Child labour rate (SDG 8.7.1)","SEX,AGE",2000,2025,"08/05/2026 07:06:07",3468,3507,133,,"CLD","Child labour","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_N881_SEX_MIG_RT_A","SDG_N881_SEX_MIG_RT","SDG indicator 8.8.1 - Non-fatal occupational injuries per 100'000 workers by sex and migrant status","A","Annual","SDG_N881_RT","Incidence rate of occupational injuries (SDG 8.8.1)","SEX,MIG",2000,2024,"14/02/2026 19:30:14",3385,3385,99,,"INJ","Occupational injuries","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_F881_SEX_MIG_RT_A","SDG_F881_SEX_MIG_RT","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers by sex and migrant status","A","Annual","SDG_F881_RT","Incidence rate of occupational injuries (SDG 8.8.1)","SEX,MIG",2000,2024,"24/04/2026 13:41:05",3098,3098,101,,"INJ","Occupational injuries","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_0882_NOC_RT_A","SDG_0882_NOC_RT","SDG indicator 8.8.2 - Level of national compliance with labour rights (freedom of association and collective bargaining)","A","Annual","SDG_0882_RT","National compliance with labour rights (SDG 8.8.2)",,2015,2024,"08/01/2026 14:36:04",2692,2692,270,"Y","ILR","Industrial relations","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_08B1_NOC_NB_A","SDG_08B1_NOC_NB","SDG indicator 8.b.1: Existence of a developed and operationalized national strategy for youth employment","A","Annual","SDG_08B1_NB","National strategy for youth employment (SDG 8.b.1)",,2019,2025,"17/03/2026 13:49:06",739,739,186,,"EMP","Employment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_0922_NOC_RT_A","SDG_0922_NOC_RT","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","A","Annual","SDG_0922_RT","Proportion of manufacturing employment (SDG 9.2.2)",,2000,2025,"08/05/2026 07:06:07",5147,5465,296,"Y","EMP","Employment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_B922_NOC_RT_A","SDG_B922_NOC_RT","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment -- 19th ICLS (%)","A","Annual","SDG_B922_RT","Proportion of manufacturing employment (SDG 9.2.2)",,2014,2025,"08/05/2026 07:06:07",805,887,123,,"EMP","Employment","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"SDG_1041_NOC_RT_A","SDG_1041_NOC_RT","SDG indicator 10.4.1 - Labour income share as a percent of GDP (%)","A","Annual","SDG_1041_RT","Labour income share (SDG 10.4.1)",,2004,2026,"20/03/2026 18:50:30",6329,6329,276,"Y","INQ","Income and pay inequality","ILOSDG","SDG Labour Market Indicators (ILOSDG)"
"POP_XWAP_SEX_AGE_NB_A","POP_XWAP_SEX_AGE_NB","Working-age population by sex and age (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,AGE",1946,2025,"09/05/2026 08:48:23",349826,398225,229,,"POP","Population","LFS","Labour Force Statistics (LFS)"
"POP_XWAP_SEX_AGE_NB_Q","POP_XWAP_SEX_AGE_NB","Working-age population by sex and age (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,AGE",1948,2026,"08/05/2026 07:15:22",648870,705825,114,,"POP","Population","LFS","Labour Force Statistics (LFS)"
"POP_XWAP_SEX_AGE_NB_M","POP_XWAP_SEX_AGE_NB","Working-age population by sex and age (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,AGE",1948,2026,"09/05/2026 08:42:49",284043,286059,45,,"POP","Population","LFS","Labour Force Statistics (LFS)"
"POP_XWAP_SEX_AGE_EDU_NB_A","POP_XWAP_SEX_AGE_EDU_NB","Working-age population by sex, age and education (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,AGE,EDU",1970,2025,"08/05/2026 07:02:32",1548652,1743414,196,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_AGE_EDU_NB_Q","POP_XWAP_SEX_AGE_EDU_NB","Working-age population by sex, age and education (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,AGE,EDU",1987,2026,"08/05/2026 07:03:10",2904058,3159322,100,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_AGE_EDU_NB_M","POP_XWAP_SEX_AGE_EDU_NB","Working-age population by sex, age and education (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,AGE,EDU",1990,2026,"09/05/2026 08:31:04",443322,449547,15,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_AGE_GEO_NB_A","POP_XWAP_SEX_AGE_GEO_NB","Working-age population by sex, age and rural / urban areas (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,AGE,GEO",1970,2025,"08/05/2026 07:12:17",296852,324584,165,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_AGE_GEO_NB_Q","POP_XWAP_SEX_AGE_GEO_NB","Working-age population by sex, age and rural / urban areas (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,AGE,GEO",1987,2026,"08/05/2026 07:13:06",753529,778441,88,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_AGE_GEO_NB_M","POP_XWAP_SEX_AGE_GEO_NB","Working-age population by sex, age and rural / urban areas (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,AGE,GEO",2000,2026,"06/05/2026 08:32:04",154827,158229,14,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_AGE_MTS_NB_A","POP_XWAP_SEX_AGE_MTS_NB","Working-age population by sex, age and marital status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,AGE,MTS",1970,2025,"08/05/2026 07:04:25",782430,888817,173,,"POP","Population","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"POP_XWAP_SEX_AGE_MTS_NB_Q","POP_XWAP_SEX_AGE_MTS_NB","Working-age population by sex, age and marital status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,AGE,MTS",1987,2026,"08/05/2026 07:05:06",1156994,1159091,79,,"POP","Population","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"POP_XWAP_SEX_AGE_DSB_NB_A","POP_XWAP_SEX_AGE_DSB_NB","Working-age population by sex, age and disability status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,AGE,DSB",1996,2025,"06/05/2026 08:16:05",78566,82616,123,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"POP_XWAP_SEX_AGE_DSB_NB_Q","POP_XWAP_SEX_AGE_DSB_NB","Working-age population by sex, age and disability status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,AGE,DSB",2005,2026,"06/05/2026 08:18:04",46986,47310,25,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"MST_XWAP_SEX_AGE_CBR_NB_A","MST_XWAP_SEX_AGE_CBR_NB","Working-age population by sex, age and place of birth (thousands)","A","Annual","MST_XWAP_NB","Working-age population","SEX,AGE,CBR",1990,2025,"27/04/2026 15:54:39",139629,162372,153,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_XWAP_SEX_AGE_CCT_NB_A","MST_XWAP_SEX_AGE_CCT_NB","Working-age population by sex, age and citizenship (thousands)","A","Annual","MST_XWAP_NB","Working-age population","SEX,AGE,CCT",1991,2025,"27/04/2026 15:54:39",123876,146371,143,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"POP_XWAP_SEX_AGE_LMS_NB_A","POP_XWAP_SEX_AGE_LMS_NB","Working-age population by sex, age and labour market status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,AGE,LMS",1970,2025,"08/05/2026 07:19:28",497366,565480,180,,"POP","Population","LFS","Labour Force Statistics (LFS)"
"POP_XWAP_SEX_AGE_LMS_NB_Q","POP_XWAP_SEX_AGE_LMS_NB","Working-age population by sex, age and labour market status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,AGE,LMS",1976,2026,"08/05/2026 07:15:22",1284496,1417684,102,,"POP","Population","LFS","Labour Force Statistics (LFS)"
"POP_XWAP_SEX_AGE_LMS_NB_M","POP_XWAP_SEX_AGE_LMS_NB","Working-age population by sex, age and labour market status (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,AGE,LMS",1976,2026,"06/05/2026 08:35:07",691632,699684,16,,"POP","Population","LFS","Labour Force Statistics (LFS)"
"POP_XWAP_SEX_EDU_NB_A","POP_XWAP_SEX_EDU_NB","Working-age population by sex and education (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,EDU",1970,2025,"08/05/2026 07:02:32",94897,106926,179,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_EDU_NB_Q","POP_XWAP_SEX_EDU_NB","Working-age population by sex and education (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,EDU",1987,2026,"08/05/2026 07:03:10",250743,271647,99,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_EDU_NB_M","POP_XWAP_SEX_EDU_NB","Working-age population by sex and education (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,EDU",1990,2026,"06/05/2026 08:20:05",49938,50682,15,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_EDU_GEO_NB_A","POP_XWAP_SEX_EDU_GEO_NB","Working-age population by sex, education and rural / urban areas (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,EDU,GEO",1970,2025,"08/05/2026 07:02:32",225233,245327,146,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_EDU_GEO_NB_Q","POP_XWAP_SEX_EDU_GEO_NB","Working-age population by sex, education and rural / urban areas (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,EDU,GEO",1987,2026,"08/05/2026 07:03:10",238229,246326,84,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_EDU_MTS_NB_A","POP_XWAP_SEX_EDU_MTS_NB","Working-age population by sex, education and marital status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,EDU,MTS",1970,2025,"08/05/2026 07:02:32",621942,700489,171,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_EDU_MTS_NB_Q","POP_XWAP_SEX_EDU_MTS_NB","Working-age population by sex, education and marital status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,EDU,MTS",1987,2026,"08/05/2026 07:03:10",195999,196215,76,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_EDU_DSB_NB_A","POP_XWAP_SEX_EDU_DSB_NB","Working-age population by sex, education and disability status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,EDU,DSB",1996,2025,"06/05/2026 08:16:05",47097,49227,122,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"MST_XWAP_SEX_EDU_CBR_NB_A","MST_XWAP_SEX_EDU_CBR_NB","Working-age population by sex, education and place of birth (thousands)","A","Annual","MST_XWAP_NB","Working-age population","SEX,EDU,CBR",1990,2025,"27/04/2026 15:54:39",189244,215922,153,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_XWAP_SEX_EDU_CCT_NB_A","MST_XWAP_SEX_EDU_CCT_NB","Working-age population by sex, education and citizenship (thousands)","A","Annual","MST_XWAP_NB","Working-age population","SEX,EDU,CCT",1991,2025,"27/04/2026 15:54:39",166767,192110,142,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"POP_XWAP_SEX_EDU_LMS_NB_A","POP_XWAP_SEX_EDU_LMS_NB","Working-age population by sex, education and labour market status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,EDU,LMS",1970,2025,"08/05/2026 07:02:32",368234,415562,179,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_EDU_LMS_NB_Q","POP_XWAP_SEX_EDU_LMS_NB","Working-age population by sex, education and labour market status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,EDU,LMS",1987,2026,"08/05/2026 07:03:10",397039,436273,99,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_EDU_LMS_NB_M","POP_XWAP_SEX_EDU_LMS_NB","Working-age population by sex, education and labour market status (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,EDU,LMS",1990,2026,"06/05/2026 08:20:05",197052,199830,15,,"POP","Population","EMI","Education and Mismatch Indicators (EMI)"
"POP_XWAP_SEX_GEO_NB_A","POP_XWAP_SEX_GEO_NB","Working-age population by sex and rural / urban areas (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,GEO",1970,2025,"08/05/2026 07:12:17",17621,19157,147,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_GEO_NB_Q","POP_XWAP_SEX_GEO_NB","Working-age population by sex and rural / urban areas (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,GEO",1987,2026,"08/05/2026 07:13:06",46148,47678,87,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_GEO_NB_M","POP_XWAP_SEX_GEO_NB","Working-age population by sex and rural / urban areas (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,GEO",2000,2026,"06/05/2026 08:32:04",16122,16500,12,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_GEO_MTS_NB_A","POP_XWAP_SEX_GEO_MTS_NB","Working-age population by sex, rural / urban area and marital status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,GEO,MTS",1970,2025,"08/05/2026 07:12:17",108715,119863,142,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_GEO_MTS_NB_Q","POP_XWAP_SEX_GEO_MTS_NB","Working-age population by sex, rural / urban area and marital status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,GEO,MTS",1987,2026,"08/05/2026 07:13:06",184301,184625,60,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_GEO_DSB_NB_A","POP_XWAP_SEX_GEO_DSB_NB","Working-age population by sex, rural / urban areas and disability status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,GEO,DSB",1996,2025,"06/05/2026 08:16:05",23228,24254,103,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"POP_XWAP_SEX_GEO_DSB_NB_Q","POP_XWAP_SEX_GEO_DSB_NB","Working-age population by sex, rural / urban areas and disability status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,GEO,DSB",2009,2026,"06/05/2026 08:18:04",12196,12304,21,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"POP_XWAP_SEX_GEO_LMS_NB_A","POP_XWAP_SEX_GEO_LMS_NB","Working-age population by sex, rural / urban areas and labour market status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,GEO,LMS",1970,2025,"08/05/2026 07:12:17",68663,74729,145,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_GEO_LMS_NB_Q","POP_XWAP_SEX_GEO_LMS_NB","Working-age population by sex, rural / urban areas and labour market status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,GEO,LMS",1987,2026,"08/05/2026 07:13:06",178109,184229,85,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_GEO_LMS_NB_M","POP_XWAP_SEX_GEO_LMS_NB","Working-age population by sex, rural / urban areas and labour market status (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,GEO,LMS",2000,2026,"06/05/2026 08:32:04",64488,65997,12,,"POP","Population","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"POP_XWAP_SEX_MTS_NB_A","POP_XWAP_SEX_MTS_NB","Working-age population by sex and marital status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,MTS",1970,2025,"08/05/2026 07:04:25",49949,56912,173,,"POP","Population","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"POP_XWAP_SEX_MTS_NB_Q","POP_XWAP_SEX_MTS_NB","Working-age population by sex and marital status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,MTS",1987,2026,"08/05/2026 07:05:06",100665,100854,79,,"POP","Population","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"POP_XWAP_SEX_MTS_NB_M","POP_XWAP_SEX_MTS_NB","Working-age population by sex and marital status (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,MTS",1994,2026,"06/05/2026 08:24:04",28593,28593,15,,"POP","Population","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"POP_XWAP_SEX_MTS_DSB_NB_A","POP_XWAP_SEX_MTS_DSB_NB","Working-age population by sex, marital status and disability status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,MTS,DSB",1996,2025,"06/05/2026 08:16:05",78665,82679,123,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"POP_XWAP_SEX_MTS_DSB_NB_Q","POP_XWAP_SEX_MTS_DSB_NB","Working-age population by sex, marital status and disability status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,MTS,DSB",2005,2026,"06/05/2026 08:18:04",15427,15427,25,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"POP_XWAP_SEX_MTS_LMS_NB_A","POP_XWAP_SEX_MTS_LMS_NB","Working-age population by sex, marital status and labour market status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,MTS,LMS",1970,2025,"08/05/2026 07:04:25",91070,102467,173,,"POP","Population","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"POP_XWAP_SEX_MTS_LMS_NB_Q","POP_XWAP_SEX_MTS_LMS_NB","Working-age population by sex, marital status and labour market status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,MTS,LMS",1987,2026,"08/05/2026 07:05:06",157789,158041,79,,"POP","Population","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"POP_XWAP_SEX_MTS_LMS_NB_M","POP_XWAP_SEX_MTS_LMS_NB","Working-age population by sex, marital status and labour market status (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,MTS,LMS",1994,2026,"06/05/2026 08:24:04",113553,113553,15,,"POP","Population","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"POP_XWAP_SEX_DSB_NB_A","POP_XWAP_SEX_DSB_NB","Working-age population by sex and disability status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,DSB",1996,2025,"06/05/2026 08:16:05",8742,9426,124,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"POP_XWAP_SEX_DSB_NB_Q","POP_XWAP_SEX_DSB_NB","Working-age population by sex and disability status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,DSB",2005,2026,"06/05/2026 08:18:04",5230,5266,25,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"POP_XWAP_SEX_DSB_LMS_NB_A","POP_XWAP_SEX_DSB_LMS_NB","Working-age population by sex, disability status and labour market status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,DSB,LMS",1996,2025,"06/05/2026 08:16:05",34890,36660,124,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"POP_XWAP_SEX_DSB_LMS_NB_Q","POP_XWAP_SEX_DSB_LMS_NB","Working-age population by sex, disability status and labour market status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,DSB,LMS",2005,2026,"06/05/2026 08:18:04",20744,20888,25,,"POP","Population","DLMI","Disability Labour Market Indicators (DLMI)"
"POP_XWAP_SEX_LMS_NB_A","POP_XWAP_SEX_LMS_NB","Working-age population by sex and labour market status (thousands)","A","Annual","POP_XWAP_NB","Working-age population","SEX,LMS",1970,2025,"08/05/2026 07:19:28",31202,35573,180,,"POP","Population","LFS","Labour Force Statistics (LFS)"
"POP_XWAP_SEX_LMS_NB_Q","POP_XWAP_SEX_LMS_NB","Working-age population by sex and labour market status (thousands)","Q","Quarterly","POP_XWAP_NB","Working-age population","SEX,LMS",1976,2026,"08/05/2026 07:15:22",80660,89000,102,,"POP","Population","LFS","Labour Force Statistics (LFS)"
"POP_XWAP_SEX_LMS_NB_M","POP_XWAP_SEX_LMS_NB","Working-age population by sex and labour market status (thousands)","M","Monthly","POP_XWAP_NB","Working-age population","SEX,LMS",1976,2026,"06/05/2026 08:35:07",43320,43824,16,,"POP","Population","LFS","Labour Force Statistics (LFS)"
