Economy_Code,Economy_Label,Economy_IsTarget,Economy_ValidFrom,Economy_ValidTo,Economy_Level,Economy_Hidden,Economy_Expand,Economy_Note,Economy_Order,Year,Flow_Code,Flow_Label,Flow_Hidden,Flow_Note,Flow_Order,Series_Code,Series_Label,Series_Hidden,Series_Note,Series_Order,M6014_Value,M6014_Footnote_Code,M6014_Footnote_Text,M6014_MissingValue_Code,M6014_MissingValue_Label,M5025_Value,M5025_Footnote_Code,M5025_Footnote_Text,M5025_MissingValue_Code,M5025_MissingValue_Label,M5015_Value,M5015_Footnote_Code,M5015_Footnote_Text,M5015_MissingValue_Code,M5015_MissingValue_Label,M0100_Value,M0100_Footnote_Code,M0100_Footnote_Text,M0100_MissingValue_Code,M0100_MissingValue_Label
024,"Angola",True,1940,2102,5,True,True,,38,2011,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.5378400609043144,0,,,,37.499978826704044,0,,,,232.75061960442224,0,,,,47081836430.7582,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2012,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.9319492287671016,0,,,,-14.88047872705608,0,,,,-96.47761078709476,0,,,,-21364335868.233147,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2012,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.2210734458885092,0,,,,18.12674228027838,0,,,,56.76361775615268,0,,,,26025090817.04695,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2012,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.49990369061542167,0,,,,33.00722100733446,0,,,,199.92296733027533,0,,,,47389426685.280106,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2013,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.8920571649817144,0,,,,-14.142963456165191,0,,,,-94.29494853453178,0,,,,-21746381532.54962,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2013,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.16955234836183816,0,,,,13.117195792707822,0,,,,40.833964194461856,0,,,,20169149501.763885,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2013,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.44318710867801836,0,,,,27.260159248873013,0,,,,159.1870862133979,0,,,,41915531034.31351,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2014,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.8737679978504597,0,,,,-14.154173005311508,0,,,,-93.26320001759287,0,,,,-23276300461.96417,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2014,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.063933629539935,0,,,,4.447180301646376,0,,,,13.66006333685771,0,,,,7313313527.452629,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2014,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.34859897068403406,0,,,,18.601353306957886,0,,,,107.0305249747906,0,,,,30589613989.4168,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2015,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.8644359158620867,0,,,,-12.167657219282493,0,,,,-92.72894911621404,0,,,,-16020064533.354538,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2015,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,-0.04877314750083438,0,,,,-2.682244694371113,0,,,,-9.300990899139238,0,,,,-3531471369.030472,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2015,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.2318125680548568,0,,,,9.485412524911382,0,,,,60.35312696222572,0,,,,12488593164.32407,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2016,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.8933189557875751,0,,,,-10.374053924451546,0,,,,-94.36539501776402,0,,,,-11905646904.800486,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2016,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.04897876511083239,0,,,,2.3027643440138545,0,,,,10.300246369691292,0,,,,2642737292.9086533,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2016,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.35807559031193054,0,,,,12.676818268465404,0,,,,111.5631637955411,0,,,,14548384197.70914,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2017,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.8667395483361983,5,"Estimated",,,-9.160055214692724,5,"Estimated",,,-92.86132595291213,5,"Estimated",,,-12808931000,5,"Estimated",,
024,"Angola",True,1940,2102,5,True,True,,38,2017,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.11496799952214411,5,"Estimated",,,5.249972513438808,5,"Estimated",,,25.98052939556295,5,"Estimated",,,7341280603.709774,5,"Estimated",,
024,"Angola",True,1940,2102,5,True,True,,38,2017,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.4105861299057459,0,,,,14.410027728131533,0,,,,139.3201452283735,0,,,,20150211603.709774,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2018,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.8822598374443664,0,,,,-8.283082098744858,0,,,,-93.74474447080085,0,,,,-9458383730.190147,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2018,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.23041617837128175,0,,,,13.575310182194263,0,,,,59.88072303381784,0,,,,15501535712.051857,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2018,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.44133407119629464,0,,,,21.85839228093912,0,,,,157.99569955566884,0,,,,24959919442.242004,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2019,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.8946427594882478,5,"Estimated",,,-8.154718640734464,5,"Estimated",,,-94.43920285319594,5,"Estimated",,,-7720172512.809749,5,"Estimated",,
024,"Angola",True,1940,2102,5,True,True,,38,2019,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.2240412738188681,5,"Estimated",,,13.603214366569471,5,"Estimated",,,57.74566771649919,5,"Estimated",,,12878330481.453575,5,"Estimated",,
024,"Angola",True,1940,2102,5,True,True,,38,2019,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.4216458213223944,0,,,,21.757933007303933,0,,,,145.80886137504137,0,,,,20598502994.26332,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2020,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.9763621630436824,0,,,,-8.321535383636459,0,,,,-98.8039723994759,0,,,,-5535539188.676964,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2020,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.16206739048028895,0,,,,8.80742733059649,0,,,,38.68267892645526,0,,,,5858757656.166605,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2020,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.37382155524147814,0,,,,17.128962714232944,0,,,,119.39777179191724,0,,,,11394296844.843569,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2021,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.973820835872045,0,,,,-8.245149486468982,0,,,,-98.67368082998328,0,,,,-6956853688.268903,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2021,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.2823634583860203,0,,,,17.57602349328025,0,,,,78.69260886603652,0,,,,14829788600.557178,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2021,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.4801322358142508,0,,,,25.821172979749228,0,,,,184.71321704905674,0,,,,21786642288.82608,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2022,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.9855511109790472,0,,,,-7.875310668233615,0,,,,-99.27229830846166,0,,,,-11214670778.429129,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2022,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.27395520560155495,0,,,,15.137332782107354,0,,,,75.46509739210704,0,,,,21556000869.85938,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2022,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.48689575697417653,0,,,,23.01264345034097,0,,,,189.78434249652935,0,,,,32770671648.288506,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2023,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.9825215483643756,0,,,,-7.4579721970858355,0,,,,-99.11837267796435,0,,,,-8527133808.126815,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2023,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.21884696740263887,0,,,,11.60853467193306,0,,,,56.0317782227549,0,,,,13272713526.946587,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2023,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.4194734560605005,0,,,,19.066506869018895,0,,,,144.51482380596076,0,,,,21799847335.073402,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2024,14,"Balance",False,,1,2102,"Total trade in services",False,,22,-0.9701028527841448,0,,,,-7.138486186301255,0,,,,-98.4824575441021,0,,,,-8363408999.999999,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2024,14,"Balance",False,,1,2106,"Total trade in goods and services",False,,23,0.23892364708354016,0,,,,12.155563301207643,0,,,,62.785723447583145,0,,,,14241387439.885902,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2024,14,"Balance",False,,1,3503,"Total trade in goods",False,,24,0.4433592639511355,0,,,,19.2940494875089,0,,,,159.29817393465623,0,,,,22604796439.885902,0,,,
