Economy_Code,Economy_Label,Economy_IsTarget,Economy_ValidFrom,Economy_ValidTo,Economy_Level,Economy_Hidden,Economy_Expand,Economy_Note,Economy_Order,Year,Direction_Code,Direction_Label,Direction_Hidden,Direction_Note,Direction_Order,Flow_Code,Flow_Label,Flow_Hidden,Flow_Note,Flow_Order,M5011_Value,M5011_Footnote_Code,M5011_Footnote_Text,M5011_MissingValue_Code,M5011_MissingValue_Label,M0100_Value,M0100_Footnote_Code,M0100_Footnote_Text,M0100_MissingValue_Code,M0100_MissingValue_Label
024,"Angola",True,1940,2102,5,True,True,,38,2010,2,"Outward",False,,2,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.00868951623110873,0,,,,1869617170,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2011,1,"Inward",False,,1,08,"Flow",False,,1,-0.17930706703477667,0,,,,-3023770970,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2011,2,"Outward",False,,2,08,"Flow",False,,1,0.12243432506850976,0,,,,2092642449.9999998,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2011,1,"Inward",False,,1,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.19994433886765672,0,,,,43275218780,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2011,2,"Outward",False,,2,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.00781502296569169,0,,,,1719402620,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2012,1,"Inward",False,,1,08,"Flow",False,,1,-0.1005904313216237,0,,,,-1464627990,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2012,2,"Outward",False,,2,08,"Flow",False,,1,0.06487642394335427,0,,,,886475740,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2012,1,"Inward",False,,1,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.17408010246361777,0,,,,41810590790,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2012,2,"Outward",False,,2,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.010843466302655359,0,,,,2605878360,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2013,1,"Inward",False,,1,08,"Flow",False,,1,-0.4691969580838175,0,,,,-7120017420,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2013,2,"Outward",False,,2,08,"Flow",False,,1,0.058659070787809395,0,,,,921566190,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2013,1,"Inward",False,,1,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.13268731366812633,0,,,,34690573360,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2013,2,"Outward",False,,2,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.013316286325653072,0,,,,3527444550,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2014,1,"Inward",False,,1,08,"Flow",False,,1,0.24834986695541195,0,,,,3657514670,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2014,2,"Outward",False,,2,08,"Flow",False,,1,0.05918849099073542,0,,,,886792460,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2014,1,"Inward",False,,1,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.0965182753782497,0,,,,25478620900,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2014,2,"Outward",False,,2,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.016664510021025796,0,,,,4414237010,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2015,1,"Inward",False,,1,08,"Flow",False,,1,0.45199834459080446,0,,,,10028215160,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2015,2,"Outward",False,,2,08,"Flow",False,,1,-0.042109961895210636,0,,,,-784870220,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2015,1,"Inward",False,,1,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.119382342534526,0,,,,32311626480,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2015,2,"Outward",False,,2,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.013466887257911715,0,,,,3629366790,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2016,1,"Inward",False,,1,08,"Flow",False,,1,-0.00878450913423955,0,,,,-179517620,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2016,2,"Outward",False,,2,08,"Flow",False,,1,0.017641575151117986,0,,,,273005000,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2016,1,"Inward",False,,1,09,"Stock",False,"FDI stock is the value of the share of capital and reserves (including retained profits) attributable to the parent enterprise, plus the net indebtedness of affiliates to the parent enterprises.
It is approximated by the accumulated value of past FDI flows.",2,0.10149116773118855,0,,,,29184136760,0,,,
