Economy_Code,Economy_Label,Economy_IsTarget,Economy_ValidFrom,Economy_ValidTo,Economy_Level,Economy_Hidden,Economy_Expand,Economy_Note,Economy_Order,Year,Flow_Code,Flow_Label,Flow_Hidden,Flow_Note,Flow_Order,M5011_Value,M5011_Footnote_Code,M5011_Footnote_Text,M5011_MissingValue_Code,M5011_MissingValue_Label,M0100_Value,M0100_Footnote_Code,M0100_Footnote_Text,M0100_MissingValue_Code,M0100_MissingValue_Label
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2007,02,"Exports",False,,1,0.3164159854461874,0,,,,44396200000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2008,01,"Imports",False,,2,0.1270270362666377,0,,,,20982000000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2008,02,"Exports",False,,1,0.39525845417270916,0,,,,63914000000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2009,01,"Imports",False,,2,0.17768652056308692,0,,,,22659900000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2009,02,"Exports",False,,1,0.32460134875142177,0,,,,40827900000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2010,01,"Imports",False,,2,0.10797754047205967,0,,,,16666870000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2010,02,"Exports",False,,1,0.33070130790547775,0,,,,50594900000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2011,01,"Imports",False,,2,0.10967121861492507,0,,,,20228400000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2011,02,"Exports",False,,1,0.36709207713499403,0,,,,67310300000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2012,01,"Imports",False,,2,0.12705825869531653,0,,,,23716900000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2012,02,"Exports",False,,1,0.3841384204172923,0,,,,71093300000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2013,01,"Imports",False,,2,0.13877007906947952,0,,,,26330987036,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2013,02,"Exports",False,,1,0.3602292167262359,0,,,,68246518000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2014,01,"Imports",False,,2,0.14986315448658952,0,,,,28580270906,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2014,02,"Exports",False,,1,0.31121174322171913,0,,,,59169900000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2015,01,"Imports",False,,2,0.12371410313025445,0,,,,20692537055,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2015,02,"Exports",False,,1,0.20030678990281872,0,,,,33181130226,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2016,01,"Imports",False,,2,0.08047922370572147,0,,,,13040490878,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2016,02,"Exports",False,,1,0.17189836141079062,0,,,,27588900000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2017,01,"Imports",False,,2,0.0804981539691741,0,,,,14463243000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2017,02,"Exports",False,,1,0.19514101298584444,0,,,,34613455000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2018,01,"Imports",False,,2,0.0797520739789421,0,,,,15797847000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2018,02,"Exports",False,,1,0.20850958288151986,0,,,,40757767000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2019,01,"Imports",False,,2,0.07225317242698481,0,,,,13961640425,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2019,02,"Exports",False,,1,0.1864076429032038,0,,,,35432454858,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2020,01,"Imports",False,,2,0.05224276196724801,0,,,,9337925708,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2020,02,"Exports",False,,1,0.12542337491054475,0,,,,22134505473,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2021,01,"Imports",False,,2,0.05040992420842176,0,,,,11378927920,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2021,02,"Exports",False,,1,0.1546531148874503,0,,,,34472161956,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2022,01,"Imports",False,,2,0.06934217855506933,0,,,,17802935241,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2022,02,"Exports",False,,1,0.20579744972192882,0,,,,51274951711,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2023,01,"Imports",False,,2,0.0645948423538827,0,,,,15695872000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2023,02,"Exports",False,,1,0.16527772733612248,0,,,,39505783000,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2024,01,"Imports",False,,2,0.056158995320911606,0,,,,13945978914,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2024,02,"Exports",False,,1,0.1601966798263208,0,,,,39250263061,0,,,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2025,01,"Imports",False,,2,0.05624294582178549,5,"Estimated",,,14964900000,5,"Estimated",,
024,"Angola",True,1940,2102,5,True,True,"Imports FOB.",38,2025,02,"Exports",False,,1,0.1237449146248467,5,"Estimated",,,32492100000,5,"Estimated",,
