AnoMes,Valor,ID,Id,Modified,Created,AuthorId,Visualizar,Codigo,ContentTypeId,GUID,EditorId,Attachments,Idioma,odata.type,ServerRedirectedEmbedUrl,FileSystemObjectType,odata.id,odata.editLink,odata.etag,OData__UIVersionString
2016-11,40.2,83,83,2023-01-26T09:41:23Z,2022-01-17T13:31:42Z,1073741823,True,11.0,0x0100E253B8E39EF94A4280EF78BEFF3D88FA,b13873d1-77eb-4b7d-95d9-fc61f52d4b55,1073741823,False,Português,SP.Data.Inflao_x0020_Homloga_x0020__x0020_NacionalListItem,,0,dc06fa00-f3b5-47ae-9848-73761ad7f6d9,Web/Lists(guid'1829c7ed-b4ce-4009-b07b-3b072320581d')/Items(83),"""2""",1.0
2016-12,41.12,84,84,2023-01-26T09:41:23Z,2022-01-17T13:31:43Z,1073741823,True,12.0,0x0100E253B8E39EF94A4280EF78BEFF3D88FA,b168a3e2-bad9-40c8-8b3c-d1b4ccd8cd13,1073741823,False,Português,SP.Data.Inflao_x0020_Homloga_x0020__x0020_NacionalListItem,,0,8ca5261d-ed9e-4ed6-8b5e-1df7e3113436,Web/Lists(guid'1829c7ed-b4ce-4009-b07b-3b072320581d')/Items(84),"""2""",1.0
2017-01,39.66,85,85,2023-01-26T09:41:24Z,2022-01-17T13:31:43Z,1073741823,True,13.0,0x0100E253B8E39EF94A4280EF78BEFF3D88FA,6b031707-1398-40c3-a93e-6a77d985c022,1073741823,False,Português,SP.Data.Inflao_x0020_Homloga_x0020__x0020_NacionalListItem,,0,9e8e006c-cf14-4050-863b-e6374ed95a11,Web/Lists(guid'1829c7ed-b4ce-4009-b07b-3b072320581d')/Items(85),"""2""",1.0
2017-02,38.32,86,86,2023-01-26T09:41:24Z,2022-01-17T13:31:43Z,1073741823,True,14.0,0x0100E253B8E39EF94A4280EF78BEFF3D88FA,d732d17a-acde-4375-b11f-f3d7d3440184,1073741823,False,Português,SP.Data.Inflao_x0020_Homloga_x0020__x0020_NacionalListItem,,0,3d253e4a-b043-4216-898f-c6e9da6d8e15,Web/Lists(guid'1829c7ed-b4ce-4009-b07b-3b072320581d')/Items(86),"""2""",1.0
2017-03,36.52,87,87,2023-01-26T09:41:24Z,2022-01-17T13:31:44Z,1073741823,True,15.0,0x0100E253B8E39EF94A4280EF78BEFF3D88FA,7e9aa45b-a4d9-443e-8228-613036354810,1073741823,False,Português,SP.Data.Inflao_x0020_Homloga_x0020__x0020_NacionalListItem,,0,f7bd3dcd-0fea-4fc1-89ea-edae8c51b466,Web/Lists(guid'1829c7ed-b4ce-4009-b07b-3b072320581d')/Items(87),"""2""",1.0
2017-04,34.8,88,88,2023-01-26T09:41:24Z,2022-01-17T13:31:44Z,1073741823,True,16.0,0x0100E253B8E39EF94A4280EF78BEFF3D88FA,d894c835-6055-482e-8ae5-fd9192f0d998,1073741823,False,Português,SP.Data.Inflao_x0020_Homloga_x0020__x0020_NacionalListItem,,0,c0d7232f-1cfb-4e91-b2cb-acbf7ccc37a5,Web/Lists(guid'1829c7ed-b4ce-4009-b07b-3b072320581d')/Items(88),"""2""",1.0
2017-05,32.58,89,89,2023-01-26T09:41:24Z,2022-01-17T13:31:45Z,1073741823,True,17.0,0x0100E253B8E39EF94A4280EF78BEFF3D88FA,9ddee0ad-a34d-45ca-9306-fdedbd6e7825,1073741823,False,Português,SP.Data.Inflao_x0020_Homloga_x0020__x0020_NacionalListItem,,0,e51ceabb-9005-49b3-9ac7-c8b378cffc62,Web/Lists(guid'1829c7ed-b4ce-4009-b07b-3b072320581d')/Items(89),"""2""",1.0
2017-06,30.51,90,90,2023-01-26T09:41:25Z,2022-01-17T13:31:45Z,1073741823,True,18.0,0x0100E253B8E39EF94A4280EF78BEFF3D88FA,2430181a-2d8e-4458-8baa-ee732459da7a,1073741823,False,Português,SP.Data.Inflao_x0020_Homloga_x0020__x0020_NacionalListItem,,0,101fed4f-f456-4f97-9751-f7da2e0087f5,Web/Lists(guid'1829c7ed-b4ce-4009-b07b-3b072320581d')/Items(90),"""2""",1.0
2017-07,27.29,91,91,2023-01-26T09:41:25Z,2022-01-17T13:31:45Z,1073741823,True,19.0,0x0100E253B8E39EF94A4280EF78BEFF3D88FA,6b3240e9-7607-4c9e-b49a-40397aea8949,1073741823,False,Português,SP.Data.Inflao_x0020_Homloga_x0020__x0020_NacionalListItem,,0,f15eca08-dbdb-4c90-a006-81a6046f1b97,Web/Lists(guid'1829c7ed-b4ce-4009-b07b-3b072320581d')/Items(91),"""2""",1.0
2017-08,25.18,92,92,2023-01-26T09:41:25Z,2022-01-17T13:31:46Z,1073741823,True,20.0,0x0100E253B8E39EF94A4280EF78BEFF3D88FA,1d5d775d-91be-4a01-bf9d-753c57f844dc,1073741823,False,Português,SP.Data.Inflao_x0020_Homloga_x0020__x0020_NacionalListItem,,0,629c9288-09eb-404d-ab45-81bcb27b2f61,Web/Lists(guid'1829c7ed-b4ce-4009-b07b-3b072320581d')/Items(92),"""2""",1.0
