area,site_folder,periodicity,filename,extension,size_bytes,site_filepath,source_page,local_path
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 07 - Planeamento Familiar, IIMS 2023-2024.xlsx",xlsx,114049,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 07 - Planeamento Familiar, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 07 - Planeamento Familiar, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 08 - Mortalidade na Infância, IIMS 2023-2024.xlsx",xlsx,27681,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 08 - Mortalidade na Infância, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 08 - Mortalidade na Infância, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 09 - Cuidados de Saúde Materna, IIMS 2023-2024.xlsx",xlsx,127844,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 09 - Cuidados de Saúde Materna, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 09 - Cuidados de Saúde Materna, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 10 - Saúde Infantil, IIMS 2023-2024.xlsx",xlsx,80855,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 10 - Saúde Infantil, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 10 - Saúde Infantil, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 11 - Nutrição de Crianças e Adultos, IIMS 2023-2024.xlsx",xlsx,109103,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 11 - Nutrição de Crianças e Adultos, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 11 - Nutrição de Crianças e Adultos, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 12 - Malária, IIMS 2023-2024.xlsx",xlsx,72883,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 12 - Malária, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 12 - Malária, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,Capítulo 14 - Prevalência do VIH e Hepatite B IIMS 2023-2024.xlsx,xlsx,79688,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 14 - Prevalência do VIH e Hepatite B IIMS 2023-2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 14 - Prevalência do VIH e Hepatite B IIMS 2023-2024.xlsx
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 15 - Empoderamento das Mulheres, IIMS 2023-2024.xlsx",xlsx,91953,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 15 - Empoderamento das Mulheres, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 15 - Empoderamento das Mulheres, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 16 - Água e Saneamento no Agregado Famliar, IIMS 2023-2024.xlsx",xlsx,58154,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 16 - Água e Saneamento no Agregado Famliar, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 16 - Água e Saneamento no Agregado Famliar, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 17 - Mortalidade Materna, IIMS 2023-2024.xlsx",xlsx,18089,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 17 - Mortalidade Materna, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 17 - Mortalidade Materna, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 18 - Violência Doméstica, IIMS 2023-2024.xlsx",xlsx,128334,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 18 - Violência Doméstica, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 18 - Violência Doméstica, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024,Inquérito / irregular,"Capítulo 19 - Hipertensão Arterial e Diabetes, IIMS 2023-2024.xlsx",xlsx,45559,"População e Sociedade/Inquérito de Indicadores Múltiplos e de Saúde 2023-2024/Capítulo 19 - Hipertensão Arterial e Diabetes, IIMS 2023-2024.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_0UFEJ7Wx0IaJKZ9xpQ5NABHmncWdHzjBQo-ewNSoaJFgEiINkJ9kAxe1PGMXins1Lq1UgcsNDlAZOF3Hn7PhrAWFiiSwDmqD8HLYVSsRnMl9n8X_4__SnQZUHRpm2ymwBkKtcD9g31xdnqg0TSGRzNd5IwTB9_o-BSB9qGxDki-2NKIcqB2eDH3gKcTMP24Yek1eU4z7YBX8iINjaEQ8W,"INE\População e Sociedade\Inquérito de Indicadores Múltiplos e de Saúde 2023-2024\Capítulo 19 - Hipertensão Arterial e Diabetes, IIMS 2023-2024.xlsx"
População e Sociedade,População e Sociedade/Inquérito sobre Emprego em Angola,Inquérito / irregular,1.SERIES CRONOLÓGICAS_IEA (ANTIGA METODOLOGIA_13ª CIET).xlsx,xlsx,26516,População e Sociedade/Inquérito sobre Emprego em Angola/1.SERIES CRONOLÓGICAS_IEA (ANTIGA METODOLOGIA_13ª CIET).xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-S4hYU2fL-KMCu8GDPzx-UOFbW4VldDvMq5eJ0qZDej6OgQTCtws4lNsv9D_lcAZ6MAvWU8D3FQorFUL1BkukP_pscT760iWneI9ANxvEVSOEZHGVJHyzW6Bi8E9TA8YOjsAqjDEKW0fhi_RwewL3EbFW3cpeR7NnlAX6Q9Y2lyA,INE\População e Sociedade\Inquérito sobre Emprego em Angola\1.SERIES CRONOLÓGICAS_IEA (ANTIGA METODOLOGIA_13ª CIET).xlsx
População e Sociedade,População e Sociedade/Inquérito sobre Emprego em Angola,Inquérito / irregular,2.QUADROS COMPLEMETARES_IEA (ANTIGA METODOLOGIA_13ª CIET).xlsx,xlsx,68021,População e Sociedade/Inquérito sobre Emprego em Angola/2.QUADROS COMPLEMETARES_IEA (ANTIGA METODOLOGIA_13ª CIET).xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-S4hYU2fL-KMCu8GDPzx-UOFbW4VldDvMq5eJ0qZDej6OgQTCtws4lNsv9D_lcAZ6MAvWU8D3FQorFUL1BkukP_pscT760iWneI9ANxvEVSOEZHGVJHyzW6Bi8E9TA8YOjsAqjDEKW0fhi_RwewL3EbFW3cpeR7NnlAX6Q9Y2lyA,INE\População e Sociedade\Inquérito sobre Emprego em Angola\2.QUADROS COMPLEMETARES_IEA (ANTIGA METODOLOGIA_13ª CIET).xlsx
População e Sociedade,População e Sociedade/Inquérito sobre Emprego em Angola,Inquérito / irregular,"3.SERIES CRONOLÓGICAS_IEA (NOVA METODOLOGIA_19ª, 20ª e 21ª CIET).xlsx",xlsx,528483,"População e Sociedade/Inquérito sobre Emprego em Angola/3.SERIES CRONOLÓGICAS_IEA (NOVA METODOLOGIA_19ª, 20ª e 21ª CIET).xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-S4hYU2fL-KMCu8GDPzx-UOFbW4VldDvMq5eJ0qZDej6OgQTCtws4lNsv9D_lcAZ6MAvWU8D3FQorFUL1BkukP_pscT760iWneI9ANxvEVSOEZHGVJHyzW6Bi8E9TA8YOjsAqjDEKW0fhi_RwewL3EbFW3cpeR7NnlAX6Q9Y2lyA,"INE\População e Sociedade\Inquérito sobre Emprego em Angola\3.SERIES CRONOLÓGICAS_IEA (NOVA METODOLOGIA_19ª, 20ª e 21ª CIET).xlsx"
População e Sociedade,População e Sociedade/Inquérito sobre Emprego em Angola,Inquérito / irregular,"4.QUADROS COMPLEMETARES_IEA (NOVA METODOLOGIA_19ª, 20ª e 21ª CIET).xlsx",xlsx,26442,"População e Sociedade/Inquérito sobre Emprego em Angola/4.QUADROS COMPLEMETARES_IEA (NOVA METODOLOGIA_19ª, 20ª e 21ª CIET).xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-S4hYU2fL-KMCu8GDPzx-UOFbW4VldDvMq5eJ0qZDej6OgQTCtws4lNsv9D_lcAZ6MAvWU8D3FQorFUL1BkukP_pscT760iWneI9ANxvEVSOEZHGVJHyzW6Bi8E9TA8YOjsAqjDEKW0fhi_RwewL3EbFW3cpeR7NnlAX6Q9Y2lyA,"INE\População e Sociedade\Inquérito sobre Emprego em Angola\4.QUADROS COMPLEMETARES_IEA (NOVA METODOLOGIA_19ª, 20ª e 21ª CIET).xlsx"
População e Sociedade,População e Sociedade/Perfil da Criança em Angola,Não especificada no portal,PERFIL DA CRIANÇA_2015_2016.xlsx,xlsx,147926,População e Sociedade/Perfil da Criança em Angola/PERFIL DA CRIANÇA_2015_2016.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_7nE7F4c164ZS6ny4QXZYPFn6Hfu-5-RUGyZmlC0RiqZlP_a2lyHy1fOHJp_ujaad-ifuhTk8vmi2KWQI1dG9nHBWxDTCTt5cgpAE4Jr21JlEDy7pLuuFzlyMQUzytVokdAcK2_LmxXoOS4z2pWs1xvgcq-pGTB9Ys71bKjc0S2A,INE\População e Sociedade\Perfil da Criança em Angola\PERFIL DA CRIANÇA_2015_2016.xlsx
População e Sociedade,População e Sociedade/Perfil da Criança em Angola,Não especificada no portal,PERFIL DA CRIANÇA_2018_2019.xlsx,xlsx,142855,População e Sociedade/Perfil da Criança em Angola/PERFIL DA CRIANÇA_2018_2019.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_7nE7F4c164ZS6ny4QXZYPFn6Hfu-5-RUGyZmlC0RiqZlP_a2lyHy1fOHJp_ujaad-ifuhTk8vmi2KWQI1dG9nHBWxDTCTt5cgpAE4Jr21JlEDy7pLuuFzlyMQUzytVokdAcK2_LmxXoOS4z2pWs1xvgcq-pGTB9Ys71bKjc0S2A,INE\População e Sociedade\Perfil da Criança em Angola\PERFIL DA CRIANÇA_2018_2019.xlsx
População e Sociedade,População e Sociedade/Pobreza Monetária,Inquérito / irregular,Quados de Relatório de Pobreza para Angola-IDR 2019.xlsx,xlsx,128581,População e Sociedade/Pobreza Monetária/Quados de Relatório de Pobreza para Angola-IDR 2019.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_nn9pUB7EVFeI30ep1FUsHSFp-PNBSlpwrmgYokAFnooIToxeKzf99JeAVcdg02T8fIphiXqaDSLD7bb_IJESJuFyUmhyXnL2enDud55AIL0Coi-SdaNLyUmm0kN91O-jWVezzKdZtRK3hGOQa_6hv,INE\População e Sociedade\Pobreza Monetária\Quados de Relatório de Pobreza para Angola-IDR 2019.xlsx
População e Sociedade,População e Sociedade/Pobreza Multidimensional em Angola,Inquérito / irregular,POBREZA MULTIDIMENSIONAL NOS MUNICÍPIOS DE ANGOLA.xlsx,xlsx,24499,População e Sociedade/Pobreza Multidimensional em Angola/POBREZA MULTIDIMENSIONAL NOS MUNICÍPIOS DE ANGOLA.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_9sbYLhOqsYrnowQEPsB8WmrxXks2C4a_keaPIEaw5GyxDAYfwkXatq9FayYHauti_cyNCckxeSitPxQ5Wi_gahJLZx_RHjUVf92Qx7Keii03Zg9vv7MpVQNjmddudIc35ZihCx9NyaSF_RQks1OLCp2qlPy7vPxcOBk8wIMwarQ,INE\População e Sociedade\Pobreza Multidimensional em Angola\POBREZA MULTIDIMENSIONAL NOS MUNICÍPIOS DE ANGOLA.xlsx
População e Sociedade,População e Sociedade/Pobreza Multidimensional em Angola,Inquérito / irregular,ÍNDICE DE POBREZA MULTIDIMENSIONAL DE ANGOLA POR PROVÍNCIA.xlsx,xlsx,12489,População e Sociedade/Pobreza Multidimensional em Angola/ÍNDICE DE POBREZA MULTIDIMENSIONAL DE ANGOLA POR PROVÍNCIA.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ_9sbYLhOqsYrnowQEPsB8WmrxXks2C4a_keaPIEaw5GyxDAYfwkXatq9FayYHauti_cyNCckxeSitPxQ5Wi_gahJLZx_RHjUVf92Qx7Keii03Zg9vv7MpVQNjmddudIc35ZihCx9NyaSF_RQks1OLCp2qlPy7vPxcOBk8wIMwarQ,INE\População e Sociedade\Pobreza Multidimensional em Angola\ÍNDICE DE POBREZA MULTIDIMENSIONAL DE ANGOLA POR PROVÍNCIA.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,01. CABINDA QUADROS CENSO 2024.xlsx,xlsx,6179804,População e Sociedade/População/Censo 2024/01. CABINDA QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\01. CABINDA QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,02. ZAIRE QUADROS CENSO 2024.xlsx,xlsx,1059150,População e Sociedade/População/Censo 2024/02. ZAIRE QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\02. ZAIRE QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,03. UÍGE QUADROS CENSO 2024.xlsx,xlsx,4850885,População e Sociedade/População/Censo 2024/03. UÍGE QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\03. UÍGE QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,04. BENGO QUADROS CENSO 2024.xlsx,xlsx,1742048,População e Sociedade/População/Censo 2024/04. BENGO QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\04. BENGO QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,05. LUANDA QUADROS CENSO 2024.xlsx,xlsx,1075351,População e Sociedade/População/Censo 2024/05. LUANDA QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\05. LUANDA QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,06. CUANZA NORTE QUADROS CENSO 2024.xlsx,xlsx,1133622,População e Sociedade/População/Censo 2024/06. CUANZA NORTE QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\06. CUANZA NORTE QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,07. CUANZA SUL QUADROS CENSO 2024.xlsx,xlsx,1227258,População e Sociedade/População/Censo 2024/07. CUANZA SUL QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\07. CUANZA SUL QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,08. MALANGE QUADROS CENSO 2024.xlsx,xlsx,1317969,População e Sociedade/População/Censo 2024/08. MALANGE QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\08. MALANGE QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,09. LUNDA NORTE QUADROS CENSO 2024.xlsx,xlsx,7037842,População e Sociedade/População/Censo 2024/09. LUNDA NORTE QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\09. LUNDA NORTE QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,10. LUNDA SUL QUADROS CENSO 2024.xlsx,xlsx,10165626,População e Sociedade/População/Censo 2024/10. LUNDA SUL QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\10. LUNDA SUL QUADROS CENSO 2024.xlsx
